Fleet Name,Log.Event Dt,Pumping Hours,Transition Time (hrs),NPT_int,Time Available (hrs),NPT_ext,Ranking Score,Daily_Rank
Frac 10,2024-01-03,11.526666664,1.742222222,0.237777778,13.589166663,0.0,0.7025203900098785,4.0
Frac 08,2024-01-03,13.040833333,2.2997222219999998,0.812777777,16.384444444,0.0,0.6059609386167357,5.0
Frac 38,2024-01-03,8.525277777,1.823333333,0.2975,10.83111111,0.0,0.5913007796667317,6.0
Frac 40,2024-01-03,5.708333333,1.023055556,0.0,21.505277776,0.0,0.21786641520291328,7.0
Frac 18,2024-01-03,1.814722222,0.5,0.0,8.541944444,11.631666666,-0.42551469923046065,8.0
Frac 32,2024-01-04,9.448055555,0.705277779,0.42055555499999997,10.715277779,0.0,0.7766688267578137,1.0
Frac 39,2024-01-04,5.351944444000001,1.62,0.29722222200000004,9.917777778,4.965555556,0.6935719093423188,2.0
Frac 40,2024-01-04,14.003888887999999,1.649722222,1.788888888,17.542499998,0.0,0.6022675091466173,3.0
Frac 21,2024-01-04,8.966944444,1.9425,0.37166666699999995,11.415833334,0.0,0.5827675985060066,4.0
Frac 38,2024-01-04,4.6274999999999995,1.5,0.311666667,7.393333333,1.78,0.501633016597484,5.0
Frac 10,2024-01-04,10.213055556,4.161111111,0.0,15.394444444,1.873888888,0.44761063404042867,6.0
Frac 90,2024-01-04,11.051944445,7.710277778,0.0,18.968333334,0.027222222,0.17642400423293603,7.0
Frac 32,2024-01-05,14.640833331,0.99388889,0.215,16.030555556,0.0,0.8378963782058458,1.0
Frac 90,2024-01-05,20.729722222,2.075833332,0.682222223,23.97111111,0.387222222,0.7620315187349943,2.0
Frac 40,2024-01-05,5.001666667,0.549444444,0.16361111,5.7594444430000005,0.0,0.7446223599243773,3.0
Frac 21,2024-01-05,14.285277778000001,1.73111111,0.440555556,16.770277778,0.425,0.7411076933978064,4.0
Frac 38,2024-01-05,11.484444445,2.709166667,0.555277777,15.477222221,1.022777778,0.5686832194357204,5.0
Frac 08,2024-01-05,10.119444445,4.071111111,0.596666667,15.137500000000001,0.0,0.360143132419488,6.0
Frac 21,2024-01-06,1.476944444,0.0,0.0,2.101111111,1.225,1.6857958145448064,1.0
Frac 40,2024-01-06,4.980833333,1.076944444,0.0,9.055277776999999,5.845,1.216059531349396,2.0
Frac 90,2024-01-06,13.593055555,0.8983333330000001,0.136388889,14.849722221,0.0,0.8456948316003116,3.0
Frac 10,2024-01-06,13.876388889,2.771388889,0.0,16.789166667,0.0,0.6614384275443205,4.0
Frac 32,2024-01-06,4.918055556,1.269166668,0.8694444450000001,7.185277779,0.0,0.3868249117832748,5.0
Frac 39,2024-01-06,4.2472222230000005,1.922222222,1.339166667,7.544444446,0.0,0.1306701031542065,6.0
Frac 38,2024-01-06,4.890555555,5.995833334,0.0,13.656388889,5.204444444000001,-0.13077201183614745,7.0
Frac 18,2024-01-06,0.0,0.0,0.0,0.0,0.0,,
Frac 32,2024-01-07,17.771388889,0.881666668,0.0,18.775833335,0.0,0.8995458108118106,1.0
Frac 38,2024-01-07,2.728888889,1.5,0.0,7.273055556,5.890555556,0.8888888889692583,2.0
Frac 08,2024-01-07,8.738055555,1.545277777,0.17805555599999998,10.532499999,0.0,0.6660073318458113,3.0
Frac 40,2024-01-07,10.115555556,2.161111111,0.469166665,13.714166666,1.477777778,0.6117227760994645,4.0
Frac 90,2024-01-07,1.778333333,2.9250000000000003,0.0,13.27611111,17.023888888000002,0.305959086937091,5.0
Frac 10,2024-01-07,2.3125,3.062777777,0.026388889,5.478055555,0.0,-0.14177780020706635,6.0
Frac 21,2024-01-07,0.0,0.0,0.0,0.0,0.0,,
