Fleet Name,Log.Event Dt,Pumping Hours,Transition Time (hrs),NPT_int,Time Available (hrs),NPT_ext,Ranking Score,Daily_Rank
Frac 32,2024-01-08,15.49138889,0.663333333,0.0,16.288333332,0.0,0.9103482385069352,1.0
Frac 90,2024-01-08,6.726944444000001,0.816666666,0.029444444,7.686666665000001,0.0,0.7650693844677081,2.0
Frac 38,2024-01-08,17.413055557,1.733333333,1.0458333340000001,20.693333336,0.734444444,0.7332015809690494,3.0
Frac 39,2024-01-08,14.451666667,1.848055556,0.420277778,17.20888889,0.162777778,0.7147280252340525,4.0
Frac 40,2024-01-08,12.170833333000001,2.841666667,0.364166666,15.461944445,0.0,0.5798106461893965,5.0
Frac 21,2024-01-08,8.619722222,1.826388889,1.483888889,12.000833335,0.0,0.44242297978717826,6.0
Frac 10,2024-01-08,3.886666668,5.000000001,0.0,8.961666669,0.0,-0.12423284352353989,7.0
Frac 08,2024-01-08,0.0,0.0,0.0,0.0,0.0,,
Frac 18,2024-01-09,2.064722222,0.757777777,0.0,6.001944444,5.981111112,62.733337374932134,1.0
Frac 90,2024-01-09,19.163611109999998,0.950555555,0.391944444,20.640555555,0.0,0.8634026862073965,2.0
Frac 08,2024-01-09,5.079444444,0.0,0.370833333,5.571944444,0.0,0.8450570816567172,3.0
Frac 38,2024-01-09,11.943333334,1.848888889,0.0,14.624722222,1.192777778,0.7515251784345454,4.0
Frac 32,2024-01-09,5.0480555570000005,0.650000001,0.186944444,5.975277781,0.012222222,0.7062002140235302,5.0
Frac 40,2024-01-09,1.988055556,0.389722222,0.0,3.613611111,0.0,0.4423091707723056,6.0
Frac 32,2024-02-01,16.151944444999998,0.5002777780000001,1.142777777,17.935555557,0.0,0.8089456077281854,1.0
Frac 40,2024-02-01,16.253888889,1.8205555549999999,0.0,18.281666666,0.0,0.7894976753319171,2.0
Frac 08,2024-02-01,10.912222222,1.583888889,0.474166667,13.391388888,0.0,0.6611835964180088,3.0
Frac 39,2024-02-01,13.960277777,2.590833334,0.678055555,17.719166665,0.200555556,0.6102874720763345,4.0
Frac 90,2024-02-01,5.8,1.583333334,0.766666667,8.150000001,0.0,0.4233128832609432,5.0
Frac 10,2024-02-01,13.529166667000002,6.513611111,0.0,20.071944444,0.0,0.34952047498801864,6.0
Frac 21,2024-02-01,10.280000000000001,3.858333333,1.5152777780000002,15.831666667,0.04,0.3106948109063706,7.0
Frac 38,2024-02-01,8.242222222999999,4.763055555,0.0,13.239444445,0.0,0.2627879653450216,8.0
Frac 18,2024-02-01,10.395833331999999,4.505277778,2.054166666,17.355555554,0.0,0.22104673492378135,9.0
Frac 90,2024-02-02,3.95,0.766666668,0.666666666,9.200000001,7.633333334,1.606382977956089,1.0
Frac 21,2024-02-02,10.222777778000001,0.683611111,0.534722222,15.850277776,8.638888888,1.2486421942912702,2.0
Frac 38,2024-02-02,4.698333334,0.89,0.0,9.125555556,5.813888888,1.1499748361751485,3.0
Frac 18,2024-02-02,9.264722223,1.0,0.0,10.811944445,0.019444444,0.7657838519559153,4.0
Frac 40,2024-02-02,12.169722221,1.460555555,0.267777778,13.932777776,0.0,0.7494118585588788,5.0
Frac 32,2024-02-02,8.170555555,0.882777779,0.326944445,9.517777778000001,0.0,0.7313506885073231,6.0
Frac 10,2024-02-02,6.996111111,3.996388889,0.0,13.873888889,5.703333334,0.36713809750235527,7.0
Frac 08,2024-02-02,4.2475000000000005,2.036944444,2.0636111120000002,8.479444444,0.0,0.017329489563903826,8.0
Frac 39,2024-02-02,9.448888888,9.365555555,0.0,19.005833332999998,0.0,0.004384618739937499,9.0
Frac 32,2024-02-03,17.343333335,0.815,0.078333333,18.425277778,0.102777778,0.8978032474826032,1.0
Frac 38,2024-02-03,9.222499999,1.01,1.230833333,13.578611109999999,3.727222222,0.7086987170412474,2.0
Frac 90,2024-02-03,17.933333333,1.949999995,1.433333332,21.31666666,0.0,0.6825645040133118,3.0
Frac 08,2024-02-03,13.401666668,2.955555555,0.949722222,20.268333334,5.325555556,0.6355169722848568,4.0
Frac 40,2024-02-03,17.777222223,3.229444445,0.738611111,21.905555557,0.0,0.6303956378128575,5.0
Frac 39,2024-02-03,17.246388889,3.6233333329999997,0.6105555549999999,22.197222223,0.131666668,0.5897200262447686,6.0
Frac 10,2024-02-03,14.126388888,4.330277778,0.0,18.573611110999998,0.0,0.5274209226981376,7.0
Frac 18,2024-02-03,8.618888890000001,2.339166667,0.141944444,23.962222223,25.425,-4.1959741770126735,8.0
Frac 21,2024-02-04,5.989444444,0.545277778,0.015277778,7.848611110999999,2.4494444459999998,1.0055049649036907,1.0
Frac 32,2024-02-04,15.396944444,0.593333334,0.0,16.162500002,0.0,0.9159233477598238,2.0
Frac 38,2024-02-04,9.473611111,1.0,0.996944444,13.436666665999999,3.69888889,0.767800091456924,3.0
Frac 10,2024-02-04,14.290833333,5.829722221,0.0,20.247499998000002,0.0,0.417884238194136,4.0
Frac 40,2024-02-04,7.301388889,1.8533333330000001,2.7725,12.030555556,0.0,0.22239667516149078,5.0
Frac 90,2024-02-04,7.4725,5.863055554000001,1.041111111,18.956944442,8.977222222,0.056948813050229315,6.0
Frac 39,2024-02-04,5.694722221,1.1425,4.329722224,12.118611111,1.346666666,0.02065550914563781,7.0
Frac 32,2024-02-05,14.341666669,1.0661111110000001,0.0,15.514999999,0.0,0.8556593979281766,1.0
Frac 21,2024-02-05,14.038333334,1.707777778,0.0,16.373611112,0.131666666,0.7591797642822699,2.0
Frac 40,2024-02-05,11.149166666,1.838055555,0.0,13.097499999,0.113888888,0.7171434072845436,3.0
Frac 90,2024-02-05,16.272222221,2.230277776,1.373055555,21.33694444,2.403888888,0.6691412727969162,4.0
Frac 08,2024-02-05,13.91,2.2175,0.864166667,17.171388889,0.0,0.6306032320971215,5.0
Frac 18,2024-02-05,0.0,0.0,0.0,24.0,48.0,-0.0,6.0
Frac 38,2024-02-05,6.7575,1.0,7.3488888889999995,19.270833334,8.057777778,-0.14192285778415342,7.0
Frac 39,2024-02-06,13.995833333,1.036666667,0.913888889,19.825555556,7.629999999999999,0.9876776602500844,1.0
Frac 90,2024-02-06,13.580277777,0.814722222,0.0,14.728333332,0.0,0.866734563052324,2.0
Frac 32,2024-02-06,12.140833333,1.022222224,0.940555556,14.79138889,1.172777778,0.7473636973179766,3.0
Frac 10,2024-02-06,10.045833333000001,3.1061111109999997,0.0,13.283888889,0.013333334,0.5229413488559863,4.0
Frac 38,2024-02-06,5.996111111,4.515555556000001,0.0,15.138055557000001,8.681666666,0.22931635314964477,5.0
Frac 40,2024-02-06,9.594999999999999,10.965,0.0,20.596111111,0.0,-0.06651741159370177,6.0
Frac 21,2024-02-06,0.0,0.5,0.0,0.0,0.0,-inf,7.0
Frac 39,2024-02-07,2.8575,0.0,0.0,3.410833333,0.908888888,1.142111690653467,1.0
Frac 32,2024-02-07,11.55,0.721111112,0.348055556,12.703333334,0.0,0.8250459195578566,2.0
Frac 08,2024-02-07,12.409999999,1.203333334,1.7491666670000001,17.828888889,4.382777778,0.7033632192926774,3.0
Frac 90,2024-02-07,4.720833333,1.7536111110000001,0.731944444,7.277499998,0.0,0.30714912794425253,4.0
Frac 10,2024-02-07,8.665277777,5.4694444440000005,0.0,14.257222221000001,0.0,0.22415539881904456,5.0
Frac 18,2024-02-07,0.0,0.0,0.0,24.0,48.0,-0.0,6.0
Frac 38,2024-02-07,2.653611111,1.0,0.0,12.958888889,18.288888890000003,-0.3102459869962014,7.0
Frac 21,2024-02-07,0.0,0.0,0.0,0.0,0.0,,
Frac 39,2024-02-08,10.79,1.651944444,0.5711111099999999,15.980555555,5.401666666,0.8098151456064506,1.0
Frac 21,2024-02-08,12.950555555000001,0.558888889,1.486944445,15.058333334,0.0,0.7241652830448626,2.0
Frac 32,2024-02-08,12.966944444000001,0.80638889,1.273055556,15.187777779000001,0.0,0.7168593165126532,3.0
Frac 38,2024-02-08,12.95861111,1.686388889,2.2716666660000002,17.620833331,1.223333334,0.5488980366913672,4.0
Frac 90,2024-02-08,4.429166666,0.666666666,0.586666667,5.788888889,0.0,0.5486084452293933,5.0
Frac 10,2024-02-08,6.773055556,3.3991666670000003,0.021666666999999997,10.265277779,0.0,0.3265593288530142,6.0
Frac 40,2024-02-08,4.057222222,2.605555556,0.373611111,7.137222222,0.0,0.1510469369549637,7.0
Frac 40,2024-02-09,2.510277778,0.146944444,0.0,2.6691666670000003,0.0,0.8854199189652925,1.0
Frac 90,2024-02-09,13.213333333,0.798888888,0.063333333,14.70611111,0.0,0.8398624911518161,2.0
Frac 32,2024-02-09,10.423333335,0.963611112,0.0,12.297500003,0.0,0.7692394568564571,3.0
Frac 18,2024-02-09,6.738333332,0.154722222,0.818888889,8.00361111,0.236666666,0.742212367110888,4.0
Frac 10,2024-02-09,16.03,2.834444444,0.065555556,19.101944444,0.0,0.6873645789564732,5.0
Frac 08,2024-02-09,8.73388889,0.6933333340000001,1.434722222,11.056944445,0.0,0.5974375078810482,6.0
Frac 38,2024-02-09,14.000833334000001,2.846388889,0.791388889,17.802500001000002,0.0,0.5821123749708124,7.0
Frac 39,2024-02-09,4.324722222,9.921111111,0.0,21.303888888,0.0,-0.26269330066550994,8.0
Frac 40,2024-03-01,16.144166666,1.723611111,0.417777778,18.412777778000002,0.0,0.7604924116192198,1.0
Frac 90,2024-03-01,6.016666667,0.733333333,0.2,6.95,0.0,0.7314148682014388,2.0
Frac 39,2024-03-01,12.392222222000001,1.057777778,0.788055555,14.835833331,0.266666666,0.723884154221116,3.0
Frac 32,2024-03-01,14.469444445999999,0.63,2.228055555,17.625000001,0.0,0.6588022065441813,4.0
Frac 21,2024-03-01,15.690277779,2.66,1.629444444,21.032222224,1.771111112,0.5919094318446191,5.0
Frac 08,2024-03-01,13.014166666000001,1.6411111109999998,2.429444444,17.350555554,0.0,0.5154654030048127,6.0
Frac 18,2024-03-01,12.798611111,4.579722221,0.38083333399999997,19.890000001,2.947777778,0.4626344438664844,7.0
Frac 10,2024-03-01,16.233611111000002,7.671388889,0.0,23.966944444,0.0,0.3572513067740477,8.0
Frac 38,2024-03-01,0.0,0.5,0.0,0.0,0.0,-inf,9.0
Frac 90,2024-03-02,3.95,0.633333334,0.2,8.733333334000001,7.9,3.739999996207997,1.0
Frac 40,2024-03-02,8.919444444,1.055,0.0,14.285,8.5,1.3594545279170267,2.0
Frac 32,2024-03-02,11.031944443,0.489444445,0.007222222,12.009722221,0.805555556,0.9402999875850204,3.0
Frac 08,2024-03-02,8.319444444,1.520555555,0.0,9.933611111,0.0,0.6844327619662139,4.0
Frac 38,2024-03-02,8.056666667,2.25,0.17361111099999998,11.248055557,1.194444446,0.5603017158517979,5.0
Frac 10,2024-03-02,7.441666667,2.411388889,0.0,9.868611112,0.0,0.5097249978655355,6.0
Frac 21,2024-03-02,9.686666667,3.306666667,0.926388889,15.276388889,2.542777778,0.42828472327766226,7.0
Frac 39,2024-03-02,8.343333333,9.646388889,0.0,18.148055555,0.0,-0.07180138676845704,8.0
Frac 32,2024-03-03,20.261666668,0.821944445,0.0,21.236111114,0.0,0.9154087638100686,1.0
Frac 08,2024-03-03,17.184444446,3.094166666,0.817222223,22.03777778,0.893333334,0.6277325276101512,2.0
Frac 10,2024-03-03,19.097777778,4.209722222,0.0,24.000000001,0.0,0.6203356481408194,3.0
Frac 40,2024-03-03,17.785,2.520277779,1.650833332,22.085277779000002,0.0,0.616423711090693,4.0
Frac 38,2024-03-03,15.800555554999999,2.301666667,1.471944445,20.091111112,0.531111112,0.6148744602760736,5.0
Frac 90,2024-03-03,7.600000001,1.883333334,1.5499999999999998,11.033333335,0.0,0.3776435045048877,6.0
Frac 39,2024-03-03,10.624444445,7.6575,0.0,19.242500001,1.149444444,0.16398249790661384,7.0
Frac 18,2024-03-03,6.396388888,1.366388889,0.0,23.975833334,32.139444446,-0.6161488990584343,8.0
Frac 40,2024-03-04,13.841388888000001,1.7169444440000001,0.251111111,17.567777775,3.2822222219999997,0.8311425683761087,1.0
Frac 32,2024-03-04,12.182222222,1.627222223,0.231666667,14.162777778,0.0,0.7289059740834125,2.0
Frac 21,2024-03-04,11.51,3.452222221,0.806666667,16.097777777,0.0,0.4504417449693063,3.0
Frac 10,2024-03-04,0.023333334,0.0,0.0,0.094444445,0.0,0.24705882913494806,4.0
Frac 38,2024-03-04,2.053888889,0.551111111,0.924166666,4.174444445,1.061111112,0.18584939359591537,5.0
Frac 90,2024-03-04,5.46111111,5.420555555,0.0,10.994722221,0.0,0.0036886384380442707,6.0
Frac 39,2024-03-04,6.042777778,0.5,11.131388893,17.832222226,0.0,-0.31339958891111236,7.0
Frac 32,2024-03-05,7.313888888,0.764444446,0.102777777,10.435555555,4.195,1.0330276861063854,1.0
Frac 08,2024-03-05,19.260000001,2.525277778,0.152777778,22.236111112,0.0,0.7457214241051056,2.0
Frac 21,2024-03-05,2.98,0.583333333,0.0,3.5891666659999997,0.0,0.6677501743520317,3.0
Frac 40,2024-03-05,7.680833334,1.4888888900000001,0.0,9.348333334,0.0,0.6623581148395538,4.0
Frac 38,2024-03-05,10.05861111,1.1800000000000002,0.9824999999999999,12.454444445,0.0,0.6339994645983584,5.0
Frac 90,2024-03-05,14.998611110999999,1.797777777,1.401388889,18.908055554,0.061666666,0.6260851622621998,6.0
Frac 18,2024-03-05,0.0,0.0,0.0,24.0,48.0,-0.0,7.0
Frac 90,2024-03-06,8.032777778,0.596111112,0.099166667,8.880833335,0.0,0.8262175093504329,1.0
Frac 10,2024-03-06,13.546666666,2.244722221,0.0,15.924444442,0.0,0.7097229976319698,2.0
Frac 32,2024-03-06,6.504166669,1.061666666,0.091388889,7.800000003,0.0,0.6860398861463949,3.0
Frac 18,2024-03-06,3.733333333,0.903888889,0.445,13.033888889,7.838055556,0.45891472862607313,4.0
Frac 39,2024-03-06,8.776666668,1.0,3.084999999,14.897777778,3.98,0.42972725442846077,5.0
Frac 40,2024-03-06,9.595000001,9.315833332,0.0,18.935833333,0.0,0.014742771764551224,6.0
Frac 38,2024-03-06,2.910555555,0.0,0.0,6.483333333,7.04,-5.228542910042789,7.0
Frac 21,2024-03-06,0.0,0.0,0.0,0.0,0.0,,
Frac 38,2024-03-07,6.624444445,0.0,0.0,12.405555557,11.493333334,7.2618757556841596,1.0
Frac 40,2024-03-07,8.646111112,0.5,0.225277778,9.505277779,0.0,0.8333089803539975,2.0
Frac 32,2024-03-07,8.704999999,1.259444445,0.03,10.077222224,0.0,0.7358729805857659,3.0
Frac 10,2024-03-07,12.539999999,3.056388888,0.0,15.675833332,0.0,0.6049829001205664,4.0
Frac 39,2024-03-07,12.027222223,1.934722222,1.150555555,15.664166666,0.15,0.5763728493130525,5.0
Frac 90,2024-03-07,7.831111111,7.160833332,0.0,15.188611111,0.0,0.044130287759791734,6.0
Frac 18,2024-03-07,0.0,0.0,0.0,24.0,48.0,-0.0,7.0
Frac 08,2024-03-07,5.257222223,2.035555556,5.262222221,12.713611111,0.0,-0.1605016494671983,8.0
Frac 39,2024-03-08,13.910833334,1.343888888,0.0,16.601666668,2.04388889,0.8632460693960731,1.0
Frac 32,2024-03-08,12.385555559,1.134166668,0.589444445,14.588333338000002,0.6872222219999999,0.7669850529953851,2.0
Frac 38,2024-03-08,14.535277777000001,2.770277778,0.0,17.83388889,0.715,0.687252547440303,3.0
Frac 21,2024-03-08,14.843055556,1.906388889,1.647777778,18.493888888,0.0,0.6104118477928642,4.0
Frac 90,2024-03-08,6.558888888,1.333333332,0.428611111,8.45833333,0.0,0.5671264370707887,5.0
Frac 40,2024-03-08,13.590833333,3.487222221,0.246388889,17.420277777,0.0,0.5658475914783917,6.0
Frac 10,2024-03-08,0.0,4.7072222230000005,0.0,4.870277778,0.027222222,-0.9719529682388801,7.0
Frac 18,2024-03-09,9.263333333,0.771111111,0.601388889,13.903333332,6.243888888000001,1.0302096177721165,1.0
Frac 32,2024-03-09,6.294722222000001,0.494444445,0.048888888000000005,6.936388889,0.0,0.8291618277228922,2.0
Frac 40,2024-03-09,6.278888889,1.141388889,0.01,7.5366666680000005,0.0,0.6803405571551808,3.0
Frac 39,2024-03-09,2.7249999999999996,0.511666667,0.0,3.271666667,0.0,0.6765155372718781,4.0
Frac 38,2024-03-09,14.099722222,2.398611111,0.3275,17.350277777,0.455,0.6731828420414138,5.0
Frac 08,2024-03-09,11.029444444,3.492777777,0.569166667,15.368888887999999,0.0,0.4533509254166194,6.0
Frac 10,2024-03-09,7.920277778,4.897500001,0.750833333,13.725555558,0.0,0.16552659266865064,7.0
Frac 90,2024-03-09,0.0,0.333333333,0.0,22.683611112999998,0.0,-0.014694897181029804,8.0
Frac 90,2024-04-01,2.316666667,0.0,0.0,2.316666667,0.0,1.0,1.0
Frac 32,2024-04-01,15.052222221,0.501111111,0.028055556000000002,15.757222221,0.0,0.9216761273217814,2.0
Frac 08,2024-04-01,8.456111112,1.5,0.175277778,10.314722223,0.0,0.6573936929566504,3.0
Frac 39,2024-04-01,13.873055556,1.668055555,1.3452777770000002,17.152222221,0.0,0.6331379155468325,4.0
Frac 40,2024-04-01,7.181111111,1.717777778,0.043611111,9.022777779,0.0,0.6006711408336016,5.0
Frac 18,2024-04-01,7.9186111100000005,1.999166667,0.730277778,11.429166666,0.0,0.4540284358996152,6.0
Frac 21,2024-04-01,10.595833333,1.8925,2.796666667,15.415555554,0.0,0.38316275046392007,7.0
Frac 10,2024-04-01,15.173333333,8.730555557,0.0,23.953611112,0.0,0.26896895611586397,8.0
Frac 38,2024-04-01,3.29,0.0,0.0,23.788333334,4.828333334,0.17352320675105484,9.0
Frac 90,2024-04-02,9.916666667,0.75,0.283333333,14.183333333,6.466666666,1.1511879050042684,1.0
Frac 32,2024-04-02,14.239166667,0.7166666669999999,0.019444444,15.058888889,0.0,0.8966833911540125,2.0
Frac 21,2024-04-02,13.120833333,2.083888889,0.164166667,17.650833332,4.331666666,0.8163256793501257,3.0
Frac 40,2024-04-02,9.270833334,1.615,0.0,11.0925,0.248888888,0.7060224914860448,4.0
Frac 08,2024-04-02,9.394722222,1.603611111,0.0,11.121111113,0.0,0.7005694873323042,5.0
Frac 38,2024-04-02,5.441944445,1.891111111,0.114444444,8.478333333,1.796666666,0.5143011558735694,6.0
Frac 39,2024-04-02,7.980555556,10.273055555000001,0.0,18.339166666,0.0,-0.1250056799609218,7.0
Frac 10,2024-04-02,2.3402777770000003,3.886111111,0.47472222199999997,7.23111111,0.992777778,-0.3238934902108241,8.0
Frac 32,2024-04-03,0.01,0.0,0.0,0.01,0.0,1.0,1.5
Frac 40,2024-04-03,2.435833333,0.0,0.0,2.435833333,0.0,1.0,1.5
Frac 90,2024-04-03,13.266666668000001,2.150000001,0.466666667,16.833333336,1.9,0.7131696427297912,3.0
Frac 08,2024-04-03,12.519444445000001,2.795277779,0.378611111,16.936388889,1.791666666,0.617083325622644,4.0
Frac 38,2024-04-03,9.92861111,1.794166667,0.970277778,13.721111111999999,1.655000002,0.5937428057547532,5.0
Frac 10,2024-04-03,11.184444445,3.245,0.0,14.623055555,0.0,0.5429401820391292,6.0
Frac 39,2024-04-03,7.8772222229999995,5.880277778,0.0,14.000833333,0.0,0.14263039902726338,7.0
Frac 32,2024-04-04,14.767222223000001,1.202777778,0.529166668,16.674166669,0.0,0.7817648723180098,1.0
Frac 21,2024-04-04,11.178333334,1.3749999990000001,0.273055556,12.894166667,0.0,0.739115448491201,2.0
Frac 40,2024-04-04,13.369722222,2.584444444,0.181388889,16.357500001000002,0.0,0.64825852901432,3.0
Frac 39,2024-04-04,13.249722222,3.235833333,1.221388889,19.518611109,2.679444444,0.5221457911141829,4.0
Frac 90,2024-04-04,8.0475,3.689444443,3.238611111,15.059999998,0.0,0.07433230054107993,5.0
Frac 38,2024-04-04,2.298611111,1.905,0.24944444400000002,4.583611111,0.0,0.03145263930747113,6.0
Frac 32,2024-04-05,10.749722223000001,1.01138889,0.048888889,11.936388892,0.0,0.8117567659423407,1.0
Frac 08,2024-04-05,14.383611112,0.828611111,0.781111111,16.242777778,0.0,0.7864349968083396,2.0
Frac 38,2024-04-05,15.659166666,2.5,0.810000001,19.644722224000002,0.82,0.6560079090705417,3.0
Frac 90,2024-04-05,15.071666666,1.0552777770000001,2.978333333,19.688611108,0.573333334,0.5774467777294671,4.0
Frac 40,2024-04-05,10.577499999,2.7377777759999997,0.136944444,13.53972222,0.0,0.5689022015253723,5.0
Frac 18,2024-04-05,0.0,0.0,0.0,24.0,48.0,-0.0,6.0
Frac 90,2024-04-06,6.39361111,1.182222222,0.230833333,15.915277776,15.857222222,85.78947597330776,1.0
Frac 10,2024-04-06,17.849722222,1.168055555,0.0,19.190833333,0.0,0.869251812963989,2.0
Frac 32,2024-04-06,11.452777776,0.826944445,0.080555555,12.464444443,0.0,0.8460287038241965,3.0
Frac 18,2024-04-06,7.421944444999999,1.544444444,0.0,15.011111111,5.9075,0.6456229214249001,4.0
Frac 39,2024-04-06,7.711666666999999,0.627222222,2.6286111099999996,11.009722221,0.0,0.40471805242287767,5.0
Frac 40,2024-04-06,8.902222222,7.402222221,0.0,16.338333332,0.017777778,0.0919086360777937,6.0
Frac 38,2024-04-06,2.204444444,2.605555556,1.795555555,12.633333333,11.972222222000001,-3.3226890766928965,7.0
Frac 21,2024-04-06,0.0,0.0,0.0,0.0,0.0,,
Frac 10,2024-04-07,5.021666667,0.0,0.181388889,7.289722222,4.109999999999999,1.5222328996259091,1.0
Frac 39,2024-04-07,7.702222222,1.556388889,0.629166667,13.820833334,7.848333333999999,0.9236779683549602,2.0
Frac 32,2024-04-07,10.672222222,0.819722223,0.096111111,11.669444446,0.0,0.8360628419928123,3.0
Frac 40,2024-04-07,17.534166668,2.3372222220000003,0.128888889,20.099166666000002,0.0,0.7496855868402399,4.0
Frac 38,2024-04-07,4.923888889,1.0,0.236388889,8.755833334,3.092222222,0.651086369999339,5.0
Frac 08,2024-04-07,9.205833333000001,2.320277778,1.440555555,19.142499999,7.054444444,0.45044465383415433,6.0
Frac 90,2024-04-07,5.850833333000001,6.519444443,0.139166667,16.569999999,7.882777778,-0.09298458776009245,7.0
Frac 21,2024-04-07,0.0,0.0,0.0,0.0,0.0,,
Frac 32,2024-04-08,19.814722221,1.214444444,0.081666667,21.268333331,0.0,0.8707128490885507,1.0
Frac 21,2024-04-08,9.307777778,1.107777778,0.248055556,12.070555555,2.651666666,0.8442550430005397,2.0
Frac 38,2024-04-08,12.041944444,1.372222222,0.284722223,14.4,1.249444444,0.7897004772746501,3.0
Frac 40,2024-04-08,13.035,1.335277777,0.303055556,14.773888889,0.0,0.7714060091168998,4.0
Frac 90,2024-04-08,12.073333333,0.758333333,0.990277777,13.899444443,0.0,0.7428154603833615,5.0
Frac 39,2024-04-08,15.71361111,1.691388889,1.660277778,19.304444443,0.0,0.6403677909250879,6.0
Frac 10,2024-04-08,3.2141666669999998,0.7122222220000001,0.0,3.9583333339999998,0.0,0.6320701754724933,7.0
Frac 08,2024-04-08,0.0,0.0,0.0,0.0,0.0,,
Frac 18,2024-04-09,5.0930555559999995,0.37999999900000003,0.179166667,6.958888889,2.226666668,0.9580887537107062,1.0
Frac 90,2024-04-09,7.391666666,0.116111111,0.217222222,7.918333332,0.0,0.8913912861530442,2.0
Frac 38,2024-04-09,14.321944445,1.642222222,0.623333333,19.49611111,5.372222222,0.8536168038140969,3.0
Frac 32,2024-04-09,10.208055557,0.833055557,0.207777778,11.330833337,0.0,0.8090510158741028,4.0
Frac 40,2024-04-09,6.024166666999999,0.8400000000000001,0.837777778,7.778333333,0.015,0.5598611707840215,5.0
Frac 08,2024-04-09,2.304166666,1.317777778,0.0,23.971111108,0.0,0.041149068291240265,6.0
Frac 10,2024-04-09,5.12861111,3.777222221,0.9875,10.200555553000001,0.204444444,0.03640304564765911,7.0
Frac 39,2024-04-09,1.974444445,0.763055555,0.0,22.45305556,39.33111112,-0.07177301234100214,8.0
Frac 32,2024-05-01,15.764999999,0.77638889,0.036944444,16.858055555,0.0,0.8869152564018823,1.0
Frac 90,2024-05-01,9.300000000999999,5.366666668,0.0,24.066666669,18.8,0.7468354426438071,2.0
Frac 40,2024-05-01,17.774166667,2.039722222,0.181111111,20.860277777,0.0,0.7455956962926304,3.0
Frac 39,2024-05-01,8.9825,1.095833333,0.458888889,10.984444444,0.246111112,0.6917067619669977,4.0
Frac 08,2024-05-01,12.278333334,1.676388889,1.892777777,16.266944443,0.0,0.5353904476970002,5.0
Frac 21,2024-05-01,15.513888889,3.6125,1.115833333,21.164166665,1.010555554,0.5351673948949605,6.0
Frac 38,2024-05-01,13.169722222,2.251111111,5.079444443,20.778611108,0.068333332,0.28194535733203396,7.0
Frac 10,2024-05-01,11.236388889,6.936666668000001,0.306388889,18.557777779,0.0,0.21518381023609734,8.0
Frac 38,2024-05-02,12.104722222,1.396111111,0.399722222,14.039166668,0.0,0.7342949288078072,1.0
Frac 40,2024-05-02,15.472777777,2.5705555550000003,0.093055556,18.224999999,0.0,0.7028349337011157,2.0
Frac 90,2024-05-02,5.783333333,0.916666668,0.9,7.600000001,0.0,0.5219298242734304,3.0
Frac 08,2024-05-02,5.852777778,1.7574999999999998,0.349166667,10.253611112,3.02111111,0.5179552174163967,4.0
Frac 32,2024-05-02,3.053888889,0.8808333349999999,0.201111111,4.221944445,0.0,0.46707020158338447,5.0
Frac 21,2024-05-02,13.648333334,5.981111111,0.0,20.989166668,2.57,0.4162632523609456,6.0
Frac 10,2024-05-02,6.430555556,3.049166666,0.0,9.571388889,0.0,0.35328090094490777,7.0
Frac 39,2024-05-02,9.582222222,13.835277778,0.240277778,23.893611112,0.0,-0.18805584944601905,8.0
Frac 10,2024-05-03,10.433055556,1.488333333,0.0,12.000833334,0.0,0.7453417586975715,1.0
Frac 40,2024-05-03,15.970277779,2.324999999,0.446666667,18.835000001,0.0,0.7007491962994027,2.0
Frac 38,2024-05-03,7.705555556,0.8602777779999999,0.0,11.281666666,0.0,0.6067612154000155,3.0
Frac 08,2024-05-03,5.611944444,1.364444444,0.945,8.192777778,0.072222222,0.4066839980621641,4.0
Frac 90,2024-05-03,8.083333333,2.283333334,1.249999999,11.999999999,0.766666666,0.4050445103977759,5.0
Frac 39,2024-05-03,7.470555555,8.061666666,0.0,15.686388887,0.0,-0.037683058558485735,6.0
Frac 32,2024-05-03,0.0,0.0,0.0,0.0,0.0,,
Frac 39,2024-05-04,11.641944445,1.127777778,0.0,13.20777778,0.39999999999999997,0.8209204475282518,1.0
Frac 32,2024-05-04,7.484722223,1.041388889,0.081666667,8.795000001,0.0,0.7233276482406676,2.0
Frac 21,2024-05-04,13.092499999000001,2.017777778,0.064166667,15.348888888000001,0.0,0.7173519617181036,3.0
Frac 40,2024-05-04,14.057777778,1.209444444,1.540277778,16.921111111000002,0.0,0.668280911449657,4.0
Frac 10,2024-05-04,11.160000001,0.558333333,0.0,19.213888891,0.338333334,0.5616611726200754,5.0
Frac 38,2024-05-04,4.829444445,1.0,1.688888889,8.282222225,1.114444444,0.29863587033544503,6.0
Frac 90,2024-05-04,9.327222223,4.146388888,1.581666667,17.797777779,5.32,0.2884461265256197,7.0
Frac 38,2024-05-05,9.848333333,0.386388889,0.36805555599999995,19.498055554999997,17.126666666,3.8348365930966484,1.0
Frac 90,2024-05-05,22.429722224,0.9450000000000001,0.0,23.877777779,0.455,0.917257655206993,2.0
Frac 08,2024-05-05,13.231111111,0.5786111110000001,0.78,16.199722223000002,2.774444444,0.8843392438829923,3.0
Frac 32,2024-05-05,11.132222222,0.623333333,0.264999999,12.157499999,0.0,0.842598304819461,4.0
Frac 40,2024-05-05,9.573333334,1.345555556,1.868611111,14.352500002,2.997222222,0.5600185913725838,5.0
